postcode,region_name,market_share_pct,market_size_dollars,customer_penetration_pct,spend_per_customer,spend_per_transaction,transactions_per_customer,nearest_store,distance_km,distance_tier,yoy_share_pct,share_trend_pp,period,yoy_period
4107,Salisbury (Qld),0.314,6598.0,1.397,85.51,67.13,1.27,West End,9.64,Secondary (5-10km),0.393,-0.079,202512,202412
4108,Coopers Plains,0.175,2537.0,1.127,50.5,33.66,1.5,West End,11.22,Extended (10-20km),0.415,-0.24,202512,202412
4109,Sunnybank Hills,0.573,51253.0,1.854,88.84,58.18,1.53,Clayfield,13.23,Extended (10-20km),0.426,0.147,202512,202412
4110,Acacia Ridge,0.167,7811.0,0.888,60.19,48.36,1.24,West End,16.81,Extended (10-20km),0.317,-0.15,202512,202412
4111,Nathan,,,,,,,Clayfield,10.89,Extended (10-20km),,,202512,202412
4112,Kuraby,0.337,7018.0,1.52,75.21,48.37,1.55,Clayfield,16.75,Extended (10-20km),0.173,0.164,202512,202412
4113,Eight Mile Plains,0.364,26329.0,1.603,70.6,49.37,1.43,Clayfield,14.85,Extended (10-20km),0.501,-0.137,202512,202412
4114,Woodridge (Qld),0.056,2873.0,0.332,42.49,39.81,1.07,Clayfield,21.53,No Presence (20km+),0.025,0.031,202512,202412
4115,Parkinson,0.216,10656.0,1.02,71.39,50.83,1.4,West End,18.14,Extended (10-20km),0.342,-0.126,202512,202412
4116,Calamvale,0.292,18269.0,1.408,65.25,51.18,1.27,West End,18.73,Extended (10-20km),0.348,-0.056,202512,202412
4117,Berrinba,,,,,,,Clayfield,20.06,No Presence (20km+),,,202512,202412
4118,Regents Park (Qld),0.085,6859.0,0.393,78.27,63.65,1.23,West End,22.91,No Presence (20km+),0.093,-0.008,202512,202412
4119,Underwood (Qld),0.206,3263.0,1.337,51.01,45.36,1.12,Clayfield,17.52,Extended (10-20km),0.203,0.003,202512,202412
4120,Greenslopes,1.036,35842.0,3.9,101.95,69.07,1.48,Clayfield,5.16,Secondary (5-10km),0.753,0.283,202512,202412
4121,Tarragindi,0.901,79060.0,3.514,119.15,72.37,1.65,Clayfield,7.13,Secondary (5-10km),0.938,-0.037,202512,202412
4122,Upper Mount Gravatt,0.458,62172.0,2.088,84.29,57.44,1.47,Clayfield,10.23,Extended (10-20km),0.475,-0.017,202512,202412
4123,Rochedale South,0.359,19716.0,1.784,73.1,38.79,1.88,Clayfield,15.45,Extended (10-20km),0.208,0.151,202512,202412
4124,Greenbank,0.06,5658.0,0.381,71.33,61.39,1.16,West End,31.04,No Presence (20km+),0.124,-0.064,202512,202412
4125,Park Ridge,0.037,1865.0,0.369,43.11,33.7,1.28,West End,29.47,No Presence (20km+),0.166,-0.129,202512,202412
4127,Slacks Creek,0.127,10623.0,0.755,69.22,52.99,1.31,Clayfield,20.22,No Presence (20km+),0.232,-0.105,202512,202412
4128,Shailer Park,0.252,14467.0,0.964,123.75,95.91,1.29,Clayfield,25.38,No Presence (20km+),0.161,0.091,202512,202412
4129,Loganholme,,,,,,,Isle of Capri,27.2,No Presence (20km+),,,202512,202412
4130,Cornubia,0.139,5223.0,0.87,91.77,57.15,1.61,Isle of Capri,25.53,No Presence (20km+),0.024,0.115,202512,202412
4131,Loganlea,,,,,,,Clayfield,24.83,No Presence (20km+),0.07,,202512,202412
4132,Marsden,0.043,2618.0,0.166,85.26,24.14,3.53,Clayfield,24.69,No Presence (20km+),0.026,0.017,202512,202412
4133,Logan Reserve,0.024,1839.0,0.299,27.85,27.67,1.01,Clayfield,28.99,No Presence (20km+),0.036,-0.012,202512,202412
4151,Coorparoo,0.822,55343.0,3.721,103.3,62.27,1.66,Clayfield,3.64,Primary (3-5km),0.872,-0.05,202512,202412
4152,Carindale,0.448,76971.0,2.248,95.88,68.86,1.39,Clayfield,5.99,Secondary (5-10km),0.493,-0.045,202512,202412
4153,Belmont (Qld),0.595,10783.0,2.722,119.41,59.5,2.01,Clayfield,9.46,Secondary (5-10km),0.189,0.406,202512,202412
4154,Wakerley,0.305,13519.0,1.622,105.73,68.1,1.55,Clayfield,11.71,Extended (10-20km),0.374,-0.069,202512,202412
4155,Chandler (Qld),,,,,,,Clayfield,11.56,Extended (10-20km),,,202512,202412
4156,Mackenzie (Brisbane - Qld),0.347,4284.0,2.129,74.77,46.79,1.6,Clayfield,12.94,Extended (10-20km),0.35,-0.003,202512,202412
4157,Capalaba,0.148,10166.0,0.683,102.77,79.99,1.28,Clayfield,18.95,Extended (10-20km),0.174,-0.026,202512,202412
4158,Thorneside,,,,,,,Clayfield,15.13,Extended (10-20km),,,202512,202412
4159,Birkdale,0.142,7663.0,0.86,79.13,63.76,1.24,Clayfield,16.84,Extended (10-20km),0.189,-0.047,202512,202412
4160,Wellington Point,0.081,6168.0,0.64,65.58,46.69,1.4,Clayfield,20.4,No Presence (20km+),0.128,-0.047,202512,202412
4161,Alexandra Hills,0.063,3815.0,0.415,74.54,58.79,1.27,Clayfield,19.51,Extended (10-20km),0.065,-0.002,202512,202412
4163,Cleveland (Qld),0.109,7501.0,0.81,71.48,59.71,1.2,Clayfield,22.64,No Presence (20km+),0.147,-0.038,202512,202412
4164,Thornlands,0.066,5317.0,0.426,83.74,69.87,1.2,Clayfield,23.91,No Presence (20km+),0.052,0.014,202512,202412
4165,Redland Bay,0.101,17065.0,0.305,179.69,144.12,1.25,Clayfield,29.46,No Presence (20km+),0.096,0.005,202512,202412
4169,Kangaroo Point (Qld),1.698,104731.0,5.965,111.73,63.47,1.76,Clayfield,2.03,Core (0-3km),1.723,-0.025,202512,202412
4170,Morningside,0.663,67456.0,2.858,106.19,68.56,1.55,Clayfield,3.18,Primary (3-5km),0.713,-0.05,202512,202412
4171,Bulimba,1.476,102720.0,4.335,183.54,104.45,1.76,Clayfield,1.68,Core (0-3km),1.014,0.462,202512,202412
4172,Murarrie,0.221,3702.0,1.907,52.22,42.65,1.22,Clayfield,4.97,Primary (3-5km),0.129,0.092,202512,202412
4173,Tingalpa,0.219,6178.0,1.167,82.42,73.16,1.13,Clayfield,7.93,Secondary (5-10km),0.18,0.039,202512,202412
4174,Hemmant,,,,,,,Clayfield,8.43,Secondary (5-10km),,,202512,202412
4178,Wynnum,0.354,34093.0,1.171,140.0,100.97,1.39,Clayfield,11.95,Extended (10-20km),0.265,0.089,202512,202412
4179,Manly West,0.278,21231.0,1.138,124.82,87.15,1.43,Clayfield,13.0,Extended (10-20km),0.236,0.042,202512,202412
4183,Amity,,,,,,,Clayfield,40.39,No Presence (20km+),,,202512,202412
4184,Russell Island,,,,,,,Isle of Capri,30.89,No Presence (20km+),,,202512,202412
4205,Bethania,,,,,,,Clayfield,27.28,No Presence (20km+),,,202512,202412
4207,Eagleby,0.085,19610.0,0.355,100.94,92.02,1.1,Isle of Capri,20.61,No Presence (20km+),0.064,0.021,202512,202412
4208,Ormeau,0.121,11037.0,0.535,113.11,72.7,1.56,Clayfield,25.17,No Presence (20km+),0.142,-0.021,202512,202412
4209,Upper Coomera,0.228,60496.0,0.853,120.44,78.53,1.53,Isle of Capri,6.87,Secondary (5-10km),0.182,0.046,202512,202412
4210,Oxenford,0.163,13499.0,0.955,85.6,72.48,1.18,Isle of Capri,10.23,Extended (10-20km),0.137,0.026,202512,202412
4211,Nerang,0.451,98016.0,2.043,102.81,68.81,1.49,Isle of Capri,19.55,Extended (10-20km),0.5,-0.049,202512,202412
4212,Helensvale,0.548,79526.0,1.738,160.19,88.02,1.82,Isle of Capri,0.0,Core (0-3km),0.61,-0.062,202512,202412
4213,Mudgeeraba,0.628,79094.0,2.358,147.96,72.6,2.04,Isle of Capri,26.59,No Presence (20km+),0.665,-0.037,202512,202412
4214,Arundel,0.818,101528.0,3.01,115.95,62.77,1.85,Isle of Capri,9.72,Secondary (5-10km),0.957,-0.139,202512,202412
4215,Southport (Qld),0.944,160569.0,2.842,119.19,57.15,2.09,Isle of Capri,9.65,Secondary (5-10km),0.884,0.06,202512,202412
4216,Biggera Waters,0.574,82647.0,2.12,120.92,75.57,1.6,Isle of Capri,4.42,Primary (3-5km),0.474,0.1,202512,202412
4217,Surfers Paradise,5.462,1006157.0,15.098,160.69,61.46,2.61,Isle of Capri,14.73,Extended (10-20km),5.794,-0.332,202512,202412
4218,Mermaid Waters,2.817,404113.0,8.687,154.38,76.47,2.02,Isle of Capri,43.26,No Presence (20km+),3.095,-0.278,202512,202412
4220,Burleigh Waters,0.794,91837.0,2.493,141.99,73.47,1.93,Isle of Capri,25.08,No Presence (20km+),0.592,0.202,202512,202412
4221,Palm Beach (Qld),0.39,44502.0,1.511,126.95,81.05,1.57,Isle of Capri,29.45,No Presence (20km+),0.224,0.166,202512,202412
4223,Currumbin Waters,0.362,19955.0,1.224,146.82,81.27,1.81,Isle of Capri,33.34,No Presence (20km+),0.266,0.096,202512,202412
4224,Tugun,0.382,8517.0,1.116,143.11,64.95,2.2,Isle of Capri,33.46,No Presence (20km+),0.391,-0.009,202512,202412
4225,Coolangatta (Qld),0.437,14382.0,1.276,145.29,83.06,1.75,Isle of Capri,40.95,No Presence (20km+),0.24,0.197,202512,202412
4226,Robina,0.881,124054.0,3.143,133.45,85.55,1.56,Isle of Capri,20.41,No Presence (20km+),0.796,0.085,202512,202412
4227,Varsity Lakes,0.427,35263.0,1.95,96.35,51.0,1.89,Isle of Capri,24.72,No Presence (20km+),0.365,0.062,202512,202412
4228,Tallebudgera,0.465,11420.0,1.499,191.06,94.74,2.02,Isle of Capri,32.72,No Presence (20km+),0.508,-0.043,202512,202412
4270,Tamborine,,,,,,,Isle of Capri,22.03,No Presence (20km+),,,202512,202412
4272,Tamborine Mountain,0.543,17808.0,2.081,150.49,87.83,1.71,Isle of Capri,18.24,Extended (10-20km),0.462,0.081,202512,202412
4275,Canungra,,,,,,,Isle of Capri,27.87,No Presence (20km+),,,202512,202412
4280,Jimboomba,0.029,2586.0,0.196,73.58,50.81,1.45,West End,35.79,No Presence (20km+),,,202512,202412
4285,Beaudesert,0.059,5429.0,0.37,84.44,48.56,1.74,Isle of Capri,44.91,No Presence (20km+),0.088,-0.029,202512,202412
4300,Springfield Lakes,0.152,30690.0,0.692,87.14,59.47,1.47,West End,23.33,No Presence (20km+),0.164,-0.012,202512,202412
4301,Redbank Plains,0.047,4768.0,0.376,45.02,35.61,1.26,West End,23.39,No Presence (20km+),0.042,0.005,202512,202412
4303,Riverview (Qld),,,,,,,West End,24.01,No Presence (20km+),,,202512,202412
4304,Bundamba,0.113,5857.0,0.513,84.28,68.18,1.24,West End,27.29,No Presence (20km+),0.071,0.042,202512,202412
4305,Brassall,0.096,19645.0,0.431,95.95,81.17,1.18,West End,31.77,No Presence (20km+),0.075,0.021,202512,202412
4306,Karalee,0.08,14959.0,0.523,74.93,59.37,1.26,West End,47.63,No Presence (20km+),0.075,0.005,202512,202412
4307,Harrisville,,,,,,,West End,56.28,No Presence (20km+),,,202512,202412
4309,Kalbar,,,,,,,West End,69.09,No Presence (20km+),,,202512,202412
4310,Boonah (Qld),,,,,,,Isle of Capri,69.24,No Presence (20km+),0.274,,202512,202412
4311,Lowood,,,,,,,West End,52.23,No Presence (20km+),,,202512,202412
4312,Esk (Qld),,,,,,,West End,58.11,No Presence (20km+),,,202512,202412
4313,Toogoolawah,,,,,,,West End,74.54,No Presence (20km+),,,202512,202412
4314,Blackbutt North,,,,,,,West End,107.45,No Presence (20km+),,,202512,202412
4340,Rosewood (Qld),,,,,,,West End,55.38,No Presence (20km+),,,202512,202412
4341,Laidley,,,,,,,West End,64.75,No Presence (20km+),,,202512,202412
4342,Forest Hill (Qld),,,,,,,West End,62.53,No Presence (20km+),,,202512,202412
4343,Gatton,0.0,16.0,0.232,0.68,0.54,1.26,West End,78.91,No Presence (20km+),0.03,-0.03,202512,202412
4344,Helidon,,,,,,,West End,84.54,No Presence (20km+),,,202512,202412
4350,Kearneys Spring,0.057,20890.0,0.312,79.79,62.76,1.27,West End,109.09,No Presence (20km+),0.077,-0.02,202512,202412
4352,Highfields (Qld),0.016,2128.0,0.195,49.42,49.42,1.0,West End,114.0,No Presence (20km+),0.021,-0.005,202512,202412
4355,Crows Nest (Qld),,,,,,,West End,96.06,No Presence (20km+),,,202512,202412
4356,Pittsworth,,,,,,,West End,138.83,No Presence (20km+),,,202512,202412
4358,Cambooya,,,,,,,West End,118.9,No Presence (20km+),,,202512,202412
4359,Greenmount (Toowoomba - Qld),,,,,,,West End,79.21,No Presence (20km+),,,202512,202412
4370,Warwick (Qld),0.074,5420.0,0.264,137.24,60.67,2.26,West End,127.11,No Presence (20km+),,,202512,202412
4378,Applethorpe,,,,,,,Isle of Capri,159.84,No Presence (20km+),,,202512,202412
4380,Stanthorpe,,,,,,,Isle of Capri,167.8,No Presence (20km+),0.053,,202512,202412
4385,Brush Creek,,,,,,,West End,243.23,No Presence (20km+),,,202512,202412
4390,Goondiwindi,,,,,,,West End,277.58,No Presence (20km+),,,202512,202412
4400,Kingsthorpe,,,,,,,West End,119.28,No Presence (20km+),,,202512,202412
4401,Oakey,,,,,,,West End,129.82,No Presence (20km+),,,202512,202412
4405,Dalby,,,,,,,West End,170.93,No Presence (20km+),,,202512,202412
4413,Chinchilla,,,,,,,West End,234.65,No Presence (20km+),,,202512,202412
4415,Miles,,,,,,,West End,300.04,No Presence (20km+),,,202512,202412
4455,Roma,,,,,,,West End,450.65,No Presence (20km+),,,202512,202412
4470,Charleville,,,,,,,West End,691.29,No Presence (20km+),,,202512,202412
4472,Blackall,,,,,,,West End,790.83,No Presence (20km+),,,202512,202412
4480,Quilpie,,,,,,,Orange,911.15,No Presence (20km+),,,202512,202412
4486,Dirranbandi,,,,,,,West End,512.81,No Presence (20km+),,,202512,202412
4487,St George (Qld),,,,,,,West End,451.51,No Presence (20km+),,,202512,202412
4500,Warner,0.128,20677.0,0.6,99.26,53.25,1.86,West End,19.72,Extended (10-20km),0.168,-0.04,202512,202412
4501,Lawnton,,,,,,,West End,20.59,No Presence (20km+),,,202512,202412
4502,Petrie,,,,,,,West End,22.41,No Presence (20km+),0.183,,202512,202412
4503,Kallangur,0.183,31951.0,0.513,153.99,68.58,2.25,West End,24.06,No Presence (20km+),0.176,0.007,202512,202412
4504,Narangba,0.143,11402.0,0.385,190.79,74.48,2.56,West End,29.78,No Presence (20km+),0.129,0.014,202512,202412
4505,Burpengary,0.028,3004.0,0.287,46.94,36.17,1.3,West End,35.2,No Presence (20km+),0.05,-0.022,202512,202412
4506,Morayfield,0.033,3029.0,0.241,58.96,56.04,1.05,West End,38.99,No Presence (20km+),0.059,-0.026,202512,202412
4507,Bongaree,0.04,3792.0,0.216,93.88,92.26,1.02,Clayfield,47.68,No Presence (20km+),0.049,-0.009,202512,202412
4508,Deception Bay,0.084,5508.0,0.209,191.0,191.0,1.0,Clayfield,29.91,No Presence (20km+),,,202512,202412
4509,North Lakes,0.133,15612.0,0.679,84.2,56.2,1.5,Clayfield,25.47,No Presence (20km+),0.154,-0.021,202512,202412
4510,Caboolture,0.04,7443.0,0.222,74.84,57.59,1.3,Clayfield,43.88,No Presence (20km+),0.029,0.011,202512,202412
4511,Ningi,,,,,,,Clayfield,43.14,No Presence (20km+),0.06,,202512,202412
4512,Wamuran,,,,,,,West End,51.59,No Presence (20km+),,,202512,202412
4514,Woodford (Qld),,,,,,,West End,63.74,No Presence (20km+),,,202512,202412
4515,Kilcoy,,,,,,,West End,82.15,No Presence (20km+),,,202512,202412
4516,Elimbah,,,,,,,West End,50.38,No Presence (20km+),,,202512,202412
4518,Glass House Mountains,,,,,,,Clayfield,63.43,No Presence (20km+),,,202512,202412
4519,Beerwah,,,,,,,Clayfield,68.81,No Presence (20km+),,,202512,202412
4520,Samford Valley,0.526,26876.0,2.177,126.7,98.59,1.29,West End,21.84,No Presence (20km+),0.497,0.029,202512,202412
4521,Dayboro,,,,,,,West End,41.0,No Presence (20km+),,,202512,202412
4550,Landsborough (Qld),,,,,,,Clayfield,73.0,No Presence (20km+),,,202512,202412
4551,Little Mountain,0.052,15154.0,0.336,78.5,51.75,1.52,Clayfield,74.33,No Presence (20km+),0.061,-0.009,202512,202412
4552,Maleny,0.766,24527.0,1.412,263.78,100.61,2.62,West End,83.32,No Presence (20km+),0.428,0.338,202512,202412
4553,Palmview,,,,,,,Clayfield,78.31,No Presence (20km+),,,202512,202412
4554,Eudlo,,,,,,,Clayfield,81.65,No Presence (20km+),,,202512,202412
4555,Palmwoods (Qld),,,,,,,Clayfield,85.84,No Presence (20km+),,,202512,202412
4556,Buderim,0.058,11884.0,0.419,75.08,48.23,1.56,Clayfield,85.34,No Presence (20km+),0.058,0.0,202512,202412
4557,Mountain Creek (Qld),0.063,4846.0,0.378,85.9,38.39,2.24,Clayfield,85.8,No Presence (20km+),0.049,0.014,202512,202412
4558,Maroochydore,0.08,7257.0,0.406,87.12,58.69,1.48,Clayfield,89.56,No Presence (20km+),0.037,0.043,202512,202412
4559,Woombye,,,,,,,Clayfield,89.76,No Presence (20km+),,,202512,202412
4560,Nambour,0.026,3812.0,0.391,32.85,31.31,1.05,Clayfield,94.32,No Presence (20km+),0.08,-0.054,202512,202412
4561,Yandina,,,,,,,Clayfield,102.01,No Presence (20km+),,,202512,202412
4562,Doonan,0.145,5269.0,0.876,91.98,64.5,1.43,Clayfield,110.37,No Presence (20km+),,,202512,202412
4563,Cooroy,0.118,5500.0,0.501,130.83,66.17,1.98,Clayfield,116.83,No Presence (20km+),0.064,0.054,202512,202412
4564,Marcoola,,,,,,,Clayfield,94.47,No Presence (20km+),0.105,,202512,202412
4565,Tewantin,0.043,2468.0,0.331,66.38,45.2,1.47,Clayfield,125.41,No Presence (20km+),0.078,-0.035,202512,202412
4566,Noosaville,0.236,9146.0,1.076,121.24,48.23,2.51,Clayfield,118.08,No Presence (20km+),0.185,0.051,202512,202412
4567,Noosa Heads,0.427,22131.0,1.67,140.25,74.54,1.88,Clayfield,116.89,No Presence (20km+),0.225,0.202,202512,202412
4569,Cooran,,,,,,,West End,127.02,No Presence (20km+),,,202512,202412
4570,Gympie,0.015,2429.0,0.134,51.24,39.58,1.29,West End,147.41,No Presence (20km+),0.044,-0.029,202512,202412
4571,Kin Kin,,,,,,,Clayfield,136.69,No Presence (20km+),,,202512,202412
4572,Alexandra Headland,,,,,,,Clayfield,88.03,No Presence (20km+),,,202512,202412
4573,Coolum Beach,0.186,26262.0,1.065,100.65,64.18,1.57,Clayfield,105.24,No Presence (20km+),0.138,0.048,202512,202412
4574,Obi Obi,,,,,,,West End,100.24,No Presence (20km+),,,202512,202412
4575,Wurtulla,0.117,13061.0,0.549,108.11,61.68,1.75,Clayfield,82.72,No Presence (20km+),0.126,-0.009,202512,202412
4580,Cooloola Cove,,,,,,,Clayfield,166.62,No Presence (20km+),,,202512,202412
4581,Rainbow Beach,,,,,,,Clayfield,212.57,No Presence (20km+),,,202512,202412
4605,Murgon,,,,,,,West End,181.92,No Presence (20km+),,,202512,202412
4606,Wondai,,,,,,,West End,178.79,No Presence (20km+),,,202512,202412
4610,Kingaroy,,,,,,,West End,162.88,No Presence (20km+),,,202512,202412
4614,Yarraman (Qld),,,,,,,West End,125.85,No Presence (20km+),,,202512,202412
4615,Nanango,,,,,,,West End,129.65,No Presence (20km+),,,202512,202412
4620,Doongul,,,,,,,West End,214.06,No Presence (20km+),,,202512,202412
4625,Gayndah,,,,,,,West End,247.9,No Presence (20km+),,,202512,202412
4626,Mundubbera,,,,,,,West End,270.26,No Presence (20km+),,,202512,202412
4650,Maryborough (Qld),0.082,8548.0,0.217,146.58,49.86,2.94,West End,202.05,No Presence (20km+),,,202512,202412
4655,Urangan,0.02,4828.0,0.185,47.31,41.41,1.14,Clayfield,239.29,No Presence (20km+),0.037,-0.017,202512,202412
4659,Burrum Heads,,,,,,,West End,246.71,No Presence (20km+),,,202512,202412
4660,Childers (Qld),,,,,,,West End,261.59,No Presence (20km+),,,202512,202412
4670,Bargara,0.059,18297.0,0.203,133.99,63.02,2.13,West End,297.84,No Presence (20km+),0.051,0.008,202512,202412
4671,Moolboolaman,,,,,,,West End,294.51,No Presence (20km+),,,202512,202412
4674,Deepwater (Qld),,,,,,,West End,346.44,No Presence (20km+),,,202512,202412
4677,Agnes Water,,,,,,,West End,376.58,No Presence (20km+),,,202512,202412
4680,Clinton (Qld),0.029,5491.0,0.229,61.27,51.98,1.18,West End,422.97,No Presence (20km+),0.028,0.001,202512,202412
4700,The Range (Qld),,,,,,,West End,520.28,No Presence (20km+),0.04,,202512,202412
4701,Norman Gardens,0.028,3751.0,0.162,74.58,61.13,1.22,West End,520.11,No Presence (20km+),0.044,-0.016,202512,202412
4702,Gracemere,,,,,,,West End,550.25,No Presence (20km+),,,202512,202412
4703,Yeppoon,0.082,8176.0,0.392,107.96,66.24,1.63,West End,537.34,No Presence (20km+),0.051,0.031,202512,202412
4710,Zilzie,,,,,,,West End,516.34,No Presence (20km+),,,202512,202412
4715,Biloela,,,,,,,West End,429.14,No Presence (20km+),,,202512,202412
4717,Blackwater,,,,,,,West End,599.23,No Presence (20km+),,,202512,202412
4720,Emerald (Qld),,,,,,,West End,646.0,No Presence (20km+),,,202512,202412
4727,Ilfracombe,,,,,,,West End,962.07,No Presence (20km+),,,202512,202412
4730,Longreach (Qld),,,,,,,West End,1017.44,No Presence (20km+),,,202512,202412
4740,Andergrove,0.024,7879.0,0.22,55.56,32.29,1.72,West End,805.7,No Presence (20km+),0.053,-0.029,202512,202412
4741,Kuttabul,,,,,,,West End,804.23,No Presence (20km+),,,202512,202412
4744,Moranbah,,,,,,,West End,788.25,No Presence (20km+),,,202512,202412
4746,Middlemount,,,,,,,West End,677.85,No Presence (20km+),,,202512,202412
4751,Walkerston,,,,,,,West End,806.91,No Presence (20km+),,,202512,202412
4753,Marian,,,,,,,West End,817.32,No Presence (20km+),,,202512,202412
4754,Mirani,,,,,,,West End,818.89,No Presence (20km+),,,202512,202412
4800,Proserpine,,,,,,,West End,909.97,No Presence (20km+),,,202512,202412
4802,Cannonvale,0.054,2950.0,0.56,45.81,29.23,1.57,West End,911.46,No Presence (20km+),0.061,-0.007,202512,202412
4805,Bowen,,,,,,,West End,968.39,No Presence (20km+),,,202512,202412
4806,Home Hill,,,,,,,West End,1032.36,No Presence (20km+),,,202512,202412
4807,Ayr,,,,,,,West End,1035.15,No Presence (20km+),,,202512,202412
4810,North Ward,0.096,7504.0,0.51,86.32,38.24,2.26,West End,1110.48,No Presence (20km+),0.086,0.01,202512,202412
4811,Wulguru,,,,,,,West End,1102.79,No Presence (20km+),,,202512,202412
4812,Hermit Park,0.018,1124.0,0.144,53.48,45.11,1.19,West End,1109.28,No Presence (20km+),,,202512,202412
4814,Annandale (Qld),0.054,8603.0,0.211,117.39,94.26,1.25,West End,1109.62,No Presence (20km+),0.025,0.029,202512,202412
4815,Kelso (Qld),,,,,,,West End,1104.08,No Presence (20km+),,,202512,202412
4817,Kirwan,0.014,1452.0,0.158,50.04,50.04,1.0,West End,1110.81,No Presence (20km+),,,202512,202412
4818,Burdell,,,,,,,West End,1124.23,No Presence (20km+),,,202512,202412
4819,Nelly Bay,,,,,,,West End,1118.84,No Presence (20km+),,,202512,202412
4820,Charters Towers City,,,,,,,West End,1075.06,No Presence (20km+),,,202512,202412
4824,Cloncurry,,,,,,,West End,1465.15,No Presence (20km+),,,202512,202412
4825,Pioneer (Qld),,,,,,,West End,1558.3,No Presence (20km+),,,202512,202412
4849,Cardwell,,,,,,,West End,1233.99,No Presence (20km+),,,202512,202412
4850,Ingham,,,,,,,West End,1204.73,No Presence (20km+),,,202512,202412
4852,Wongaling Beach,,,,,,,West End,1279.86,No Presence (20km+),,,202512,202412
4854,Tully,,,,,,,West End,1283.16,No Presence (20km+),,,202512,202412
4860,East Innisfail,,,,,,,West End,1320.2,No Presence (20km+),,,202512,202412
4861,East Russell,,,,,,,West End,1336.67,No Presence (20km+),,,202512,202412
4868,Mount Sheridan (Qld),,,,,,,West End,1386.19,No Presence (20km+),,,202512,202412
4869,Edmonton,,,,,,,West End,1380.45,No Presence (20km+),,,202512,202412
4870,Redlynch,0.078,18002.0,0.365,87.75,49.55,1.77,West End,1391.2,No Presence (20km+),0.067,0.011,202512,202412
4871,Yarrabah,,,,,,,West End,1393.29,No Presence (20km+),,,202512,202412
4872,Mutchilba,,,,,,,West End,1376.07,No Presence (20km+),,,202512,202412
4873,Mossman,,,,,,,West End,1465.57,No Presence (20km+),,,202512,202412
4874,Trunding,,,,,,,West End,2012.79,No Presence (20km+),,,202512,202412
4875,Thursday Island,,,,,,,West End,1448.33,No Presence (20km+),,,202512,202412
4877,Port Douglas,0.189,5000.0,0.731,137.79,74.78,1.84,West End,1439.6,No Presence (20km+),,,202512,202412
4878,Smithfield (Qld),0.026,1445.0,0.327,36.47,33.2,1.1,West End,1399.62,No Presence (20km+),,,202512,202412
4879,Trinity Beach,0.062,5413.0,0.387,80.25,54.7,1.47,West End,1408.88,No Presence (20km+),0.089,-0.027,202512,202412
4880,Mareeba,,,,,,,West End,1416.54,No Presence (20km+),,,202512,202412
4881,Kuranda,,,,,,,West End,1408.36,No Presence (20km+),,,202512,202412
4882,Tolga,,,,,,,West End,1380.73,No Presence (20km+),,,202512,202412
4883,Atherton,,,,,,,West End,1366.47,No Presence (20km+),,,202512,202412
4884,Yungaburra,,,,,,,West End,1365.09,No Presence (20km+),,,202512,202412
4885,Peeramon,,,,,,,West End,1354.63,No Presence (20km+),,,202512,202412
4886,Millaa Millaa,,,,,,,West End,1340.48,No Presence (20km+),,,202512,202412
4890,Normanton,,,,,,,West End,1642.51,No Presence (20km+),,,202512,202412
ACT,ACT,1.597,2221498.0,5.549,116.72,68.49,1.7,,,,1.599,-0.002,202512,202412
AUS,AUS,0.942,77050213.0,2.966,133.65,59.46,2.25,,,,0.863,0.079,202512,202412
NSW,NSW,2.574,63519078.0,7.702,136.58,58.67,2.33,,,,2.308,0.266,202512,202412
QLD,QLD,0.526,9580291.0,1.89,127.04,62.02,2.05,,,,0.522,0.004,202512,202412
